File: ./hwmcc14/single/6s205b20.aig
27473 16.00       
27474 16.00       
27475 38.00       
27476 39.00       
27477 37.00       
27478 39.00       
27479 32.00       
27480 32.00       
27481 50.00       
27482 48.00       
27483 32.00       
27484 31.00       
27485 27.00       
27486 26.00       
27487 36.00       
27488 37.00       
27489 30.00       
27490 30.00       
27491 27.00       
27492 26.00       
27493 47.00       
27494 45.00       
27495 23.00       
27496 22.00       
27497 15.00       
27498 14.00       
27499 34.00       
27500 35.00       
27501 38.00       
27502 35.00       
27503 30.00       
27504 31.00       
27505 51.00       
27506 51.00       
27507 30.00       
27508 31.00       
27509 26.00       
27510 25.00       
27511 32.00       
27512 33.00       
27513 30.00       
27514 31.00       
27515 26.00       
27516 26.00       
27517 47.00       
27518 48.00       
27519 24.00       
27520 23.00       
27521 13.00       
27522 15.00       
27523 35.00       
27524 32.00       
27525 38.00       
27526 38.00       
27527 31.00       
27528 30.00       
27529 50.00       
27530 50.00       
27531 29.00       
27532 28.00       
27533 25.00       
27534 25.00       
27535 34.00       
27536 34.00       
27537 30.00       
27538 29.00       
27539 28.00       
27540 26.00       
27541 47.00       
27542 47.00       
27543 24.00       
27544 25.00       
27545 12.00       
27546 12.00       
27547 37.00       
27548 37.00       
27549 38.00       
27550 38.00       
27551 32.00       
27552 31.00       
27553 50.00       
27554 49.00       
27555 33.00       
27556 32.00       
27557 25.00       
27558 24.00       
27559 35.00       
27560 34.00       
27561 31.00       
27562 30.00       
27563 29.00       
27564 28.00       
27565 47.00       
27566 46.00       
27567 21.00       
27568 22.00       
27569 12.00       
27570 11.00       
27571 37.00       
27572 37.00       
27573 37.00       
27574 38.00       
27575 30.00       
27576 33.00       
27577 51.00       
27578 51.00       
27579 33.00       
27580 33.00       
27581 25.00       
27582 25.00       
27583 35.00       
27584 34.00       
27585 32.00       
27586 31.00       
27587 28.00       
27588 29.00       
27589 49.00       
27590 50.00       
27591 22.00       
27592 20.00       
27593 12.00       
27594 13.00       
27595 35.00       
27596 35.00       
27597 37.00       
27598 37.00       
27599 29.00       
27600 27.00       
27601 51.00       
27602 49.00       
27603 33.00       
27604 33.00       
27605 23.00       
27606 24.00       
27607 36.00       
27608 36.00       
27609 33.00       
27610 32.00       
27611 28.00       
27612 26.00       
27613 46.00       
27614 46.00       
27615 23.00       
27616 24.00       
27617 12.00       
27618 11.00       
27619 36.00       
27620 36.00       
27621 39.00       
27622 37.00       
27623 32.00       
27624 32.00       
27625 51.00       
27626 52.00       
27627 34.00       
27628 33.00       
27629 25.00       
27630 24.00       
27631 37.00       
27632 36.00       
27633 37.00       
27634 36.00       
27635 29.00       
27636 29.00       
27637 47.00       
27638 45.00       
27639 21.00       
27640 20.00       
27641 12.00       
27642 12.00       
27643 35.00       
27644 36.00       
27645 40.00       
27646 41.00       
27647 32.00       
27648 32.00       
27649 48.00       
27650 49.00       
27651 34.00       
27652 34.00       
27653 25.00       
27654 26.00       
27655 36.00       
27656 36.00       
27657 33.00       
27658 35.00       
27659 28.00       
27660 29.00       
27661 48.00       
27662 50.00       
27663 21.00       
27664 22.00       
27665 11.00       
27666 11.00       
27667 34.00       
27668 33.00       
27669 39.00       
27670 38.00       
27671 30.00       
27672 32.00       
27673 48.00       
27674 47.00       
27675 34.00       
27676 34.00       
27677 25.00       
27678 24.00       
27679 36.00       
27680 37.00       
27681 31.00       
27682 30.00       
27683 26.00       
27684 25.00       
27685 45.00       
27686 45.00       
27687 21.00       
27688 21.00       
27689 10.00       
27690 10.00       
27691 34.00       
27692 34.00       
27693 41.00       
27694 41.00       
27695 29.00       
27696 29.00       
27697 45.00       
27698 48.00       
27699 31.00       
27700 32.00       
27701 23.00       
27702 23.00       
27703 37.00       
27704 36.00       
27705 34.00       
27706 33.00       
27707 27.00       
27708 26.00       
27709 43.00       
27710 43.00       
27711 21.00       
27712 21.00       
27713 11.00       
27714 11.00       
27715 34.00       
27716 33.00       
27717 39.00       
27718 40.00       
27719 28.00       
27720 28.00       
27721 45.00       
27722 42.00       
27723 29.00       
27724 28.00       
27725 25.00       
27726 24.00       
27727 36.00       
27728 38.00       
27729 34.00       
27730 34.00       
27731 26.00       
27732 25.00       
27733 46.00       
27734 45.00       
27735 22.00       
27736 22.00       
27737 10.00       
27738 10.00       
27739 34.00       
27740 34.00       
27741 38.00       
27742 38.00       
27743 28.00       
27744 27.00       
27745 45.00       
27746 47.00       
27747 34.00       
27748 33.00       
27749 25.00       
27750 25.00       
27751 35.00       
27752 34.00       
27753 33.00       
27754 35.00       
27755 24.00       
27756 25.00       
27757 44.00       
27758 44.00       
27759 22.00       
27760 22.00       
27761 10.00       
27762 9.00        
27763 34.00       
27764 33.00       
27765 39.00       
27766 38.00       
27767 29.00       
27768 30.00       
27769 43.00       
27770 43.00       
27771 33.00       
27772 33.00       
27773 25.00       
27774 24.00       
27775 34.00       
27776 34.00       
27777 33.00       
27778 31.00       
27779 24.00       
27780 24.00       
27781 45.00       
27782 45.00       
27783 23.00       
27784 23.00       
27785 10.00       
27786 11.00       
27787 35.00       
27788 36.00       
27789 41.00       
27790 40.00       
27791 28.00       
27792 28.00       
27793 45.00       
27794 44.00       
27795 31.00       
27796 31.00       
27797 26.00       
27798 26.00       
27799 34.00       
27800 33.00       
27801 34.00       
27802 34.00       
27803 24.00       
27804 23.00       
27805 45.00       
27806 44.00       
27807 22.00       
27808 22.00       
27809 9.00        
27810 8.00        
27811 33.00       
27812 33.00       
27813 42.00       
27814 43.00       
27815 29.00       
27816 28.00       
27817 46.00       
27818 46.00       
27819 31.00       
27820 29.00       
27821 25.00       
27822 25.00       
27823 36.00       
27824 35.00       
27825 33.00       
27826 33.00       
27827 26.00       
27828 26.00       
27829 44.00       
27830 47.00       
27831 22.00       
27832 23.00       
27833 8.00        
27834 8.00        
27835 33.00       
27836 33.00       
27837 40.00       
27838 40.00       
27839 28.00       
27840 29.00       
27841 41.00       
27842 44.00       
27843 33.00       
27844 34.00       
27845 27.00       
27846 26.00       
27847 36.00       
27848 38.00       
27849 34.00       
27850 33.00       
27851 23.00       
27852 24.00       
27853 42.00       
27854 40.00       
27855 21.00       
27856 20.00       
27857 8.00        
27858 7.00        
27859 33.00       
27860 34.00       
27861 43.00       
27862 42.00       
27863 27.00       
27864 27.00       
27865 41.00       
27866 39.00       
27867 33.00       
27868 32.00       
27869 27.00       
27870 28.00       
27871 35.00       
27872 36.00       
27873 34.00       
27874 34.00       
27875 21.00       
27876 21.00       
27877 43.00       
27878 44.00       
27879 22.00       
27880 21.00       
27881 8.00        
27882 8.00        
27883 33.00       
27884 33.00       
27885 43.00       
27886 42.00       
27887 27.00       
27888 27.00       
27889 39.00       
27890 38.00       
27891 32.00       
27892 33.00       
27893 24.00       
27894 24.00       
27895 36.00       
27896 35.00       
27897 32.00       
27898 33.00       
27899 23.00       
27900 21.00       
27901 44.00       
27902 43.00       
27903 21.00       
27904 22.00       
27905 7.00        
27906 8.00        
27907 31.00       
27908 30.00       
27909 41.00       
27910 43.00       
27911 25.00       
27912 25.00       
27913 41.00       
27914 41.00       
27915 32.00       
27916 32.00       
27917 24.00       
27918 23.00       
27919 37.00       
27920 37.00       
27921 35.00       
27922 34.00       
27923 22.00       
27924 23.00       
27925 44.00       
27926 44.00       
27927 20.00       
27928 21.00       
27929 6.00        
27930 5.00        
27931 29.00       
27932 29.00       
27933 41.00       
27934 39.00       
27935 26.00       
27936 25.00       
27937 42.00       
27938 41.00       
27939 33.00       
27940 32.00       
27941 24.00       
27942 23.00       
27943 36.00       
27944 37.00       
27945 35.00       
27946 37.00       
27947 23.00       
27948 22.00       
27949 45.00       
27950 43.00       
27951 21.00       
27952 21.00       
27953 7.00        
27954 7.00        
27955 28.00       
27956 27.00       
27957 42.00       
27958 43.00       
27959 26.00       
27960 25.00       
27961 42.00       
27962 42.00       
27963 35.00       
27964 35.00       
27965 25.00       
27966 24.00       
27967 34.00       
27968 33.00       
27969 33.00       
27970 31.00       
27971 24.00       
27972 24.00       
27973 45.00       
27974 45.00       
27975 22.00       
27976 21.00       
27977 7.00        
27978 6.00        
27979 31.00       
27980 30.00       
27981 40.00       
27982 40.00       
27983 28.00       
27984 28.00       
27985 41.00       
27986 40.00       
27987 33.00       
27988 34.00       
27989 24.00       
27990 25.00       
27991 35.00       
27992 35.00       
27993 35.00       
27994 35.00       
27995 22.00       
27996 22.00       
27997 46.00       
27998 47.00       
27999 24.00       
28000 24.00       
28001 7.00        
28002 7.00        
28003 32.00       
28004 34.00       
28005 48.00       
28006 47.00       
28007 34.00       
28008 33.00       
28009 38.00       
28010 38.00       
28011 38.00       
28012 37.00       
28013 42.00       
28014 43.00       
28015 31.00       
28016 29.00       
28017 31.00       
28018 31.00       
28019 41.00       
28020 41.00       
28021 39.00       
28022 39.00       
28023 36.00       
28024 37.00       
28025 35.00       
28026 35.00       
28027 37.00       
28028 36.00       
28029 44.00       
28030 44.00       
28031 29.00       
28032 30.00       
28033 23.00       
28034 24.00       
28035 32.00       
28036 31.00       
28037 49.00       
28038 48.00       
28039 34.00       
28040 35.00       
28041 40.00       
28042 39.00       
28043 38.00       
28044 38.00       
28045 44.00       
28046 43.00       
28047 31.00       
28048 32.00       
28049 30.00       
28050 31.00       
28051 38.00       
28052 39.00       
28053 42.00       
28054 41.00       
28055 39.00       
28056 37.00       
28057 32.00       
28058 32.00       
28059 37.00       
28060 37.00       
28061 44.00       
28062 42.00       
28063 30.00       
28064 29.00       
28065 21.00       
28066 21.00       
28067 33.00       
28068 34.00       
28069 44.00       
28070 47.00       
28071 35.00       
28072 33.00       
28073 39.00       
28074 40.00       
28075 37.00       
28076 38.00       
28077 45.00       
28078 45.00       
28079 30.00       
28080 30.00       
28081 29.00       
28082 29.00       
28083 39.00       
28084 37.00       
28085 43.00       
28086 43.00       
28087 39.00       
28088 38.00       
28089 35.00       
28090 34.00       
28091 36.00       
28092 38.00       
28093 42.00       
28094 46.00       
28095 29.00       
28096 32.00       
28097 22.00       
28098 21.00       
28099 33.00       
28100 33.00       
28101 45.00       
28102 43.00       
28103 36.00       
28104 35.00       
28105 37.00       
28106 36.00       
28107 36.00       
28108 36.00       
28109 45.00       
28110 45.00       
28111 32.00       
28112 32.00       
28113 30.00       
28114 30.00       
28115 41.00       
28116 41.00       
28117 43.00       
28118 42.00       
28119 39.00       
28120 39.00       
28121 37.00       
28122 37.00       
28123 36.00       
28124 34.00       
28125 43.00       
28126 41.00       
28127 26.00       
28128 25.00       
28129 21.00       
28130 22.00       
28131 34.00       
28132 33.00       
28133 47.00       
28134 47.00       
28135 36.00       
28136 36.00       
28137 40.00       
28138 40.00       
28139 38.00       
28140 38.00       
28141 42.00       
28142 44.00       
28143 33.00       
28144 33.00       
28145 28.00       
28146 28.00       
28147 39.00       
28148 40.00       
28149 45.00       
28150 46.00       
28151 41.00       
28152 40.00       
28153 33.00       
28154 35.00       
28155 36.00       
28156 36.00       
28157 46.00       
28158 45.00       
28159 29.00       
28160 28.00       
28161 21.00       
28162 20.00       
28163 36.00       
28164 35.00       
28165 48.00       
28166 46.00       
28167 36.00       
28168 35.00       
28169 41.00       
28170 39.00       
28171 38.00       
28172 37.00       
28173 41.00       
28174 42.00       
28175 31.00       
28176 30.00       
28177 29.00       
28178 27.00       
28179 40.00       
28180 38.00       
28181 44.00       
28182 44.00       
28183 41.00       
28184 42.00       
28185 32.00       
28186 30.00       
28187 33.00       
28188 35.00       
28189 46.00       
28190 47.00       
28191 31.00       
28192 31.00       
28193 21.00       
28194 20.00       
28195 33.00       
28196 32.00       
28197 43.00       
28198 41.00       
28199 33.00       
28200 32.00       
28201 40.00       
28202 41.00       
28203 40.00       
28204 40.00       
28205 41.00       
28206 41.00       
28207 27.00       
28208 26.00       
28209 33.00       
28210 34.00       
28211 38.00       
28212 37.00       
28213 42.00       
28214 41.00       
28215 36.00       
28216 37.00       
28217 38.00       
28218 39.00       
28219 39.00       
28220 39.00       
28221 46.00       
28222 47.00       
28223 22.00       
28224 20.00       
28225 22.00       
28226 21.00       
28227 35.00       
28228 35.00       
28229 46.00       
28230 46.00       
28231 31.00       
28232 33.00       
28233 41.00       
28234 40.00       
28235 39.00       
28236 39.00       
28237 43.00       
28238 42.00       
28239 28.00       
28240 29.00       
28241 30.00       
28242 29.00       
28243 40.00       
28244 39.00       
28245 43.00       
28246 43.00       
28247 35.00       
28248 35.00       
28249 38.00       
28250 35.00       
28251 39.00       
28252 38.00       
28253 46.00       
28254 45.00       
28255 24.00       
28256 24.00       
28257 24.00       
28258 24.00       
28259 33.00       
28260 36.00       
28261 46.00       
28262 46.00       
28263 31.00       
28264 31.00       
28265 42.00       
28266 41.00       
28267 40.00       
28268 38.00       
28269 45.00       
28270 43.00       
28271 30.00       
28272 27.00       
28273 33.00       
28274 32.00       
28275 40.00       
28276 42.00       
28277 43.00       
28278 44.00       
28279 37.00       
28280 35.00       
28281 39.00       
28282 40.00       
28283 39.00       
28284 39.00       
28285 47.00       
28286 48.00       
28287 24.00       
28288 24.00       
28289 23.00       
28290 24.00       
28291 32.00       
28292 31.00       
28293 45.00       
28294 45.00       
28295 31.00       
28296 31.00       
28297 42.00       
28298 43.00       
28299 42.00       
28300 42.00       
28301 44.00       
28302 46.00       
28303 32.00       
28304 33.00       
28305 33.00       
28306 33.00       
28307 38.00       
28308 37.00       
28309 42.00       
28310 41.00       
28311 37.00       
28312 38.00       
28313 36.00       
28314 37.00       
28315 37.00       
28316 38.00       
28317 45.00       
28318 43.00       
28319 23.00       
28320 24.00       
28321 22.00       
28322 21.00       
28323 34.00       
28324 33.00       
28325 43.00       
28326 44.00       
28327 35.00       
28328 34.00       
28329 40.00       
28330 40.00       
28331 39.00       
28332 41.00       
28333 45.00       
28334 43.00       
28335 28.00       
28336 30.00       
28337 32.00       
28338 31.00       
28339 40.00       
28340 39.00       
28341 45.00       
28342 45.00       
28343 37.00       
28344 36.00       
28345 34.00       
28346 33.00       
28347 41.00       
28348 37.00       
28349 44.00       
28350 46.00       
28351 23.00       
28352 23.00       
28353 22.00       
28354 23.00       
28355 33.00       
28356 34.00       
28357 44.00       
28358 42.00       
28359 33.00       
28360 34.00       
28361 43.00       
28362 42.00       
28363 40.00       
28364 39.00       
28365 44.00       
28366 45.00       
28367 26.00       
28368 24.00       
28369 32.00       
28370 33.00       
28371 42.00       
28372 40.00       
28373 46.00       
28374 45.00       
28375 38.00       
28376 37.00       
28377 35.00       
28378 37.00       
28379 39.00       
28380 41.00       
28381 44.00       
28382 42.00       
28383 24.00       
28384 23.00       
28385 22.00       
28386 21.00       
28387 33.00       
28388 33.00       
28389 48.00       
28390 47.00       
28391 33.00       
28392 33.00       
28393 43.00       
28394 43.00       
28395 40.00       
28396 38.00       
28397 44.00       
28398 43.00       
28399 27.00       
28400 27.00       
28401 31.00       
28402 30.00       
28403 42.00       
28404 41.00       
28405 44.00       
28406 43.00       
28407 38.00       
28408 39.00       
28409 34.00       
28410 32.00       
28411 37.00       
28412 37.00       
28413 48.00       
28414 47.00       
28415 24.00       
28416 25.00       
28417 23.00       
28418 24.00       
28419 34.00       
28420 34.00       
28421 47.00       
28422 49.00       
28423 32.00       
28424 31.00       
28425 42.00       
28426 45.00       
28427 38.00       
28428 41.00       
28429 44.00       
28430 45.00       
28431 29.00       
28432 29.00       
28433 30.00       
28434 31.00       
28435 41.00       
28436 43.00       
28437 41.00       
28438 44.00       
28439 36.00       
28440 37.00       
28441 37.00       
28442 37.00       
28443 37.00       
28444 36.00       
28445 44.00       
28446 46.00       
28447 22.00       
28448 23.00       
28449 23.00       
28450 22.00       
28451 35.00       
28452 35.00       
28453 47.00       
28454 44.00       
28455 34.00       
28456 35.00       
28457 41.00       
28458 40.00       
28459 36.00       
28460 36.00       
28461 40.00       
28462 42.00       
28463 30.00       
28464 29.00       
28465 32.00       
28466 29.00       
28467 42.00       
28468 41.00       
28469 43.00       
28470 40.00       
28471 37.00       
28472 36.00       
28473 37.00       
28474 38.00       
28475 38.00       
28476 37.00       
28477 47.00       
28478 45.00       
28479 23.00       
28480 23.00       
28481 22.00       
28482 22.00       
28483 34.00       
28484 34.00       
28485 50.00       
28486 50.00       
28487 35.00       
28488 34.00       
28489 40.00       
28490 40.00       
28491 37.00       
28492 35.00       
28493 45.00       
28494 40.00       
28495 32.00       
28496 32.00       
28497 31.00       
28498 34.00       
28499 41.00       
28500 42.00       
28501 42.00       
28502 44.00       
28503 39.00       
28504 40.00       
28505 36.00       
28506 36.00       
28507 38.00       
28508 37.00       
28509 46.00       
28510 48.00       
28511 24.00       
28512 22.00       
28513 24.00       
28514 23.00       
28515 35.00       
28516 34.00       
28517 48.00       
28518 49.00       
28519 33.00       
28520 35.00       
28521 39.00       
28522 40.00       
28523 38.00       
28524 38.00       
28525 46.00       
28526 49.00       
28527 31.00       
28528 31.00       
28529 28.00       
28530 28.00       
28531 40.00       
28532 40.00       
28533 39.00       
28534 39.00       
28535 40.00       
28536 40.00       
28537 34.00       
28538 34.00       
28539 38.00       
28540 38.00       
28541 45.00       
28542 44.00       
28543 26.00       
28544 26.00       
28545 23.00       
28546 23.00       
28547 0.00        
28548 0.00        
28549 0.00        
28550 0.00        
28551 0.00        
28552 0.00        
28553 0.00        
28554 0.00        
28555 0.00        
28556 0.00        
28557 0.00        
28558 0.00        
28559 0.00        
28560 0.00        
28561 0.00        
28562 0.00        
28563 0.00        
28564 0.00        
28565 0.00        
28566 0.00        
28567 0.00        
28568 0.00        
28569 1.00        
28570 0.00        
28571 2.00        
28572 0.00        
28573 2.00        
28574 0.00        
28575 1.00        
28576 0.00        
28577 1.00        
28578 0.00        
28579 2.00        
28580 0.00        
28581 0.00        
28582 0.00        
28583 0.00        
28584 0.00        
28585 0.00        
28586 0.00        
28587 0.00        
28588 0.00        
28589 0.00        
28590 0.00        
28591 0.00        
28592 0.00        
28593 0.00        
28594 0.00        
28595 0.00        
28596 0.00        
28597 0.00        
28598 0.00        
28599 0.00        
28600 0.00        
28601 0.00        
28602 0.00        
28603 0.00        
28604 0.00        
28605 0.00        
28606 0.00        
28607 0.00        
28608 0.00        
28609 0.00        
28610 0.00        
28611 0.00        
28612 0.00        
28613 0.00        
28614 0.00        
28615 0.00        
28616 0.00        
28617 0.00        
28618 0.00        
28619 0.00        
28620 0.00        
28621 0.00        
28622 0.00        
28623 0.00        
28624 0.00        
28625 0.00        
28626 0.00        
28627 0.00        
28628 0.00        
28629 0.00        
28630 0.00        
28631 0.00        
28632 0.00        
28633 0.00        
28634 0.00        
28635 0.00        
28636 0.00        
28637 0.00        
28638 0.00        
28639 0.00        
28640 0.00        
28641 0.00        
28642 0.00        
28643 0.00        
28644 0.00        
28645 0.00        
28646 0.00        
28647 0.00        
28648 0.00        
28649 0.00        
28650 0.00        
28651 0.00        
28652 0.00        
28653 0.00        
28654 0.00        
28655 0.00        
28656 0.00        
28657 0.00        
28658 0.00        
28659 0.00        
28660 0.00        
28661 0.00        
28662 0.00        
28663 0.00        
28664 0.00        
28665 0.00        
28666 0.00        
28667 0.00        
28668 0.00        
28669 0.00        
28670 0.00        
28671 0.00        
28672 0.00        
28673 0.00        
28674 0.00        
28675 0.00        
28676 0.00        
28677 0.00        
28678 0.00        
28679 0.00        
28680 0.00        
28681 0.00        
28682 0.00        
28683 0.00        
28684 0.00        
28685 0.00        
28686 0.00        
28687 0.00        
28688 0.00        
28689 0.00        
28690 0.00        
28691 0.00        
28692 0.00        
28693 0.00        
28694 0.00        
28695 0.00        
28696 0.00        
28697 0.00        
28698 0.00        
28699 0.00        
28700 0.00        
28701 0.00        
28702 0.00        
28703 0.00        
28704 0.00        
28705 0.00        
28706 0.00        
28707 0.00        
28708 0.00        
28709 0.00        
28710 0.00        
28711 0.00        
28712 40.00       
28713 41.00       
28714 31.00       
28715 32.00       
28716 46.00       
28717 47.00       
28718 51.00       
28719 51.00       
28720 24.00       
28721 24.00       
28722 34.00       
28723 33.00       
28724 48.00       
28725 49.00       
28726 25.00       
28727 25.00       
28728 35.00       
28729 33.00       
28730 49.00       
28731 47.00       
28732 7.00        
28733 7.00        
28734 32.00       
28735 32.00       
28736 0.00        
28737 0.00        
28738 45.00       
28739 46.00       
28740 30.00       
28741 28.00       
28742 46.00       
28743 45.00       
28744 52.00       
28745 53.00       
28746 24.00       
28747 25.00       
28748 35.00       
28749 36.00       
28750 44.00       
28751 41.00       
28752 25.00       
28753 25.00       
28754 33.00       
28755 33.00       
28756 46.00       
28757 47.00       
28758 7.00        
28759 7.00        
28760 34.00       
28761 35.00       
28762 0.00        
28763 0.00        
28764 0.00        
28765 100.00      
28766 0.00        
28767 0.00        
28768 0.00        
28769 0.00        
28770 0.00        
28771 0.00        
28772 0.00        
28773 0.00        
28774 0.00        
28775 0.00        
28776 0.00        
28777 0.00        
28778 0.00        
28779 100.00      
28780 0.00        
28781 0.00        
28782 0.00        
28783 0.00        
28784 0.00        
28785 0.00        
28786 0.00        
28787 0.00        
28788 0.00        
28789 0.00        
28790 0.00        
28791 0.00        
28792 0.00        
28793 0.00        
28794 0.00        
28795 0.00        
28796 100.00      
28797 0.00        
28798 0.00        
28799 0.00        
28800 0.00        
28801 0.00        
28802 0.00        
28803 0.00        
28804 0.00        
28805 0.00        
28806 0.00        
28807 0.00        
28808 0.00        
28809 0.00        
28810 0.00        
28811 0.00        
28812 100.00      
28813 0.00        
28814 0.00        
28815 0.00        
28816 0.00        
28817 0.00        
28818 100.00      
28819 0.00        
28820 0.00        
28821 0.00        
28822 0.00        
28823 0.00        
28824 0.00        
28825 0.00        
28826 0.00        
28827 0.00        
28828 0.00        
28829 75.00       
28830 50.00       
28831 51.00       
28832 51.00       
28833 48.00       
28834 48.00       
28835 50.00       
28836 50.00       
28837 48.00       
28838 48.00       
28839 48.00       
28840 48.00       
28841 47.00       
28842 47.00       
28843 47.00       
28844 47.00       
28845 49.00       
28846 49.00       
28847 47.00       
28848 47.00       
28849 48.00       
28850 48.00       
28851 47.00       
28852 47.00       
28853 45.00       
28854 28.00       
28855 30.00       
28856 45.00       
28857 46.00       
28858 69.00       
28859 0.00        
28860 0.00        
28861 100.00      
28862 0.00        
28863 0.00        
28864 0.00        
28865 0.00        
28866 0.00        
28867 0.00        
28868 0.00        
28869 0.00        
28870 0.00        
28871 0.00        
28872 0.00        
28873 0.00        
28874 0.00        
28875 0.00        
28876 0.00        
28877 0.00        
28878 0.00        
28879 0.00        
28880 0.00        
28881 0.00        
28882 0.00        
28883 0.00        
28884 0.00        
28885 0.00        
28886 0.00        
28887 0.00        
28888 0.00        
28889 0.00        
28890 0.00        
28891 0.00        
28892 0.00        
28893 0.00        
28894 0.00        
28895 0.00        
28896 0.00        
28897 0.00        
28898 0.00        
28899 0.00        
28900 0.00        
28901 0.00        
28902 0.00        
28903 0.00        
28904 0.00        
28905 0.00        
28906 0.00        
28907 0.00        
28908 0.00        
28909 0.00        
28910 0.00        
28911 0.00        
28912 0.00        
28913 23.00       
28914 51.00       
28915 51.00       
28916 24.00       
28917 47.00       
28918 23.00       
28919 51.00       
28920 51.00       
28921 24.00       
28922 47.00       
28923 0.00        
28924 46.00       
28925 0.00        
28926 24.00       
28927 50.00       
28928 48.00       
28929 26.00       
28930 50.00       
28931 0.00        
28932 48.00       
28933 0.00        
28934 50.00       
28935 0.00        
28936 0.00        
28937 0.00        
28938 0.00        
28939 0.00        
28940 0.00        
28941 0.00        
28942 0.00        
28943 0.00        
28944 0.00        
28945 0.00        
28946 0.00        
28947 0.00        
28948 0.00        
28949 0.00        
28950 0.00        
28951 0.00        
28952 0.00        
28953 0.00        
28954 0.00        
28955 0.00        
28956 0.00        
28957 0.00        
28958 24.00       
28959 50.00       
28960 50.00       
28961 0.00        
28962 0.00        
28963 25.00       
28964 51.00       
28965 0.00        
28966 46.00       
28967 0.00        
28968 23.00       
28969 51.00       
28970 51.00       
28971 24.00       
28972 47.00       
28973 24.00       
28974 51.00       
28975 51.00       
28976 24.00       
28977 47.00       
28978 0.00        
28979 45.00       
28980 0.00        
28981 26.00       
28982 49.00       
28983 48.00       
28984 25.00       
28985 48.00       
28986 27.00       
28987 48.00       
28988 48.00       
28989 25.00       
28990 47.00       
28991 0.00        
28992 49.00       
28993 0.00        
28994 25.00       
28995 49.00       
28996 48.00       
28997 26.00       
28998 49.00       
28999 0.00        
29000 49.00       
29001 0.00        
29002 25.00       
29003 50.00       
29004 50.00       
29005 24.00       
29006 50.00       
29007 0.00        
29008 47.00       
29009 0.00        
29010 24.00       
29011 49.00       
29012 50.00       
29013 24.00       
29014 50.00       
29015 24.00       
29016 50.00       
29017 50.00       
29018 25.00       
29019 50.00       
29020 0.00        
29021 47.00       
29022 0.00        
29023 6.00        
29024 74.00       
29025 74.00       
29026 12.00       
29027 25.00       
29028 7.00        
29029 73.00       
29030 73.00       
29031 12.00       
29032 24.00       
29033 73.00       
29034 73.00       
29035 7.00        
29036 24.00       
29037 23.00       
29038 24.00       
29039 24.00       
29040 25.00       
29041 25.00       
29042 25.00       
29043 25.00       
29044 22.00       
29045 23.00       
29046 25.00       
29047 25.00       
29048 25.00       
29049 25.00       
29050 24.00       
29051 24.00       
29052 26.00       
29053 26.00       
29054 24.00       
29055 24.00       
29056 25.00       
29057 25.00       
29058 27.00       
29059 26.00       
29060 24.00       
29061 24.00       
29062 24.00       
29063 24.00       
29064 26.00       
29065 26.00       
29066 25.00       
29067 25.00       
29068 23.00       
29069 23.00       
29070 25.00       
29071 26.00       
29072 24.00       
29073 25.00       
29074 25.00       
29075 26.00       
29076 26.00       
29077 26.00       
29078 25.00       
29079 26.00       
29080 25.00       
29081 24.00       
29082 75.00       
29083 73.00       
29084 73.00       
29085 73.00       
29086 73.00       
29087 72.00       
29088 73.00       
29089 73.00       
29090 74.00       
29091 74.00       
29092 73.00       
29093 72.00       
29094 76.00       
29095 75.00       
29096 74.00       
29097 74.00       
29098 73.00       
29099 73.00       
29100 75.00       
29101 75.00       
29102 75.00       
29103 75.00       
29104 73.00       
29105 72.00       
29106 74.00       
29107 74.00       
29108 75.00       
29109 74.00       
29110 73.00       
29111 73.00       
29112 75.00       
29113 75.00       
29114 74.00       
29115 74.00       
29116 74.00       
29117 73.00       
29118 76.00       
29119 76.00       
29120 74.00       
29121 74.00       
29122 74.00       
29123 74.00       
29124 75.00       
29125 75.00       
29126 76.00       
29127 76.00       
29128 75.00       
29129 75.00       
29130 27.00       
29131 48.00       
29132 47.00       
29133 26.00       
29134 51.00       
29135 47.00       
29136 47.00       
29137 27.00       
29138 51.00       
29139 50.00       
29140 51.00       
29141 49.00       
29142 49.00       
29143 47.00       
29144 50.00       
29145 48.00       
29146 50.00       
29147 52.00       
29148 47.00       
29149 48.00       
29150 52.00       
29151 50.00       
29152 51.00       
29153 53.00       
29154 50.00       
29155 46.00       
29156 49.00       
29157 46.00       
29158 51.00       
29159 47.00       
29160 51.00       
29161 48.00       
29162 46.00       
29163 52.00       
29164 51.00       
29165 49.00       
29166 49.00       
29167 53.00       
29168 54.00       
29169 50.00       
29170 49.00       
29171 53.00       
29172 50.00       
29173 49.00       
29174 48.00       
29175 46.00       
29176 46.00       
29177 48.00       
29178 47.00       
29179 49.00       
29180 50.00       
29181 47.00       
29182 48.00       
29183 51.00       
29184 52.00       
29185 52.00       
29186 51.00       
29187 47.00       
29188 49.00       
29189 49.00       
29190 48.00       
29191 51.00       
29192 52.00       
29193 49.00       
29194 50.00       
29195 52.00       
29196 50.00       
29197 50.00       
29198 50.00       
29199 50.00       
29200 48.00       
29201 48.00       
29202 46.00       
29203 49.00       
29204 49.00       
29205 48.00       
29206 47.00       
29207 48.00       
29208 48.00       
29209 26.00       
29210 49.00       
29211 48.00       
29212 27.00       
29213 50.00       
29214 48.00       
29215 48.00       
29216 26.00       
29217 50.00       
29218 49.00       
29219 49.00       
